address,comuna,surface_m2,distance_to_metro,price_uf
"Francisca Zambrano 183, La Florida",La Florida,81,47,21.12
"Nataly Santibáñez 1424, Lo Barnechea",Lo Barnechea,39,2215,17.66
"Manuel José Irarrázaval 734, Las Condes",Las Condes,20,706,11.28
"Calle Marcela Lagos 434, Providencia",Providencia,50,961,15.45
"Los Coihues 5866, Ñuñoa",Ñuñoa,25,595,9.21
"Calle Lautaro 542, San Miguel",San Miguel,53,1440,13.54
"Avda. Patricia Quiroga 68, Santiago",Santiago,52,26,22.39
"Arturo Prat 6509, Las Condes",Las Condes,30,249,14.65
"Psje. Ian Ulloa 69, Vitacura",Vitacura,69,507,29.7
"Margarita Alvarez 703, Ñuñoa",Ñuñoa,61,63,20.58
"Mabel Romero 8591, Santiago",Santiago,66,979,12.67
"José Victorino Lastarria 4188, Lo Barnechea",Lo Barnechea,44,400,17.4
"Calle Las Rosas 942, Santiago",Santiago,25,254,5.0
"Jacob Castillo 7496, Providencia",Providencia,66,2,29.84
"Eladio Garrido 599, Maipú",Maipú,40,1017,5.0
"Los Cactus 117, Maipú",Maipú,25,1435,5.39
"Pedro Montt 2497, Providencia",Providencia,76,402,23.66
"Calle Santa María 27, Providencia",Providencia,103,664,31.21
"Gabriela Mistral 76, San Miguel",San Miguel,43,206,16.5
"Arturo Prat 1886, Providencia",Providencia,106,778,34.53
"Calle Salvador Allende 4234, Santiago",Santiago,46,9,12.96
"Las Rosas 969, La Florida",La Florida,38,536,8.32
"Arturo Prat 5, Santiago",Santiago,34,826,7.67
"Lautaro 4566, La Florida",La Florida,86,2002,15.19
"Los Pinos 9242, Ñuñoa",Ñuñoa,32,384,13.51
"Antonio Varas 38, Lo Barnechea",Lo Barnechea,59,1159,26.66
"Lautaro 1025, Macul",Macul,35,728,5.1
"Calle Priscila Choque 526, Ñuñoa",Ñuñoa,37,2093,11.95
"Jeison Díaz 538, Santiago",Santiago,67,406,15.78
"Francisca Mella 70, Providencia",Providencia,38,307,18.72
"Calle Cecilia González 20, Las Condes",Las Condes,38,1745,16.12
"Calle Raúl Rivas 5930, Estación Central",Estación Central,70,40,17.63
"Christopher Morales 87, Lo Barnechea",Lo Barnechea,84,117,33.08
"Los Aromos 40, Estación Central",Estación Central,57,68,11.73
"José Miguel Carrera 5363, Estación Central",Estación Central,34,1481,10.1
"Avenida Los Encinos 946, La Florida",La Florida,36,8,14.5
"Marta Mancilla 3181, Santiago",Santiago,46,1582,13.21
"Calle Teresa Romero 407, San Miguel",San Miguel,50,480,16.22
"Av. Balmaceda 87, Maipú",Maipú,30,3,12.21
"Barros Arana 46, Providencia",Providencia,59,410,25.52
"Manuel Montt 989, San Miguel",San Miguel,46,165,14.78
"Antonella Medina 55, Santiago",Santiago,22,783,6.95
"Avenida Los Robles 35, San Miguel",San Miguel,30,909,8.71
"Cecilia Flores 14, San Miguel",San Miguel,36,534,10.46
"Calle Gladys Bustamante 8420, Ñuñoa",Ñuñoa,43,33,16.65
"Manuel Rodríguez 4975, San Miguel",San Miguel,95,853,23.95
"Calle Los Pinos 43, Maipú",Maipú,49,1476,10.12
"Avenida Arturo Prat 1094, Providencia",Providencia,31,1019,12.89
"Lord Cochrane 482, Maipú",Maipú,48,1417,10.26
"Avda. Los Pinos 4565, Santiago",Santiago,38,179,19.91
"Los Copihues 72, La Florida",La Florida,50,1757,7.2
"Álvaro Casanova 50, San Miguel",San Miguel,56,311,12.61
"Los Cactus 29, La Florida",La Florida,72,10,14.43
"Calle Mac Iver 256, Vitacura",Vitacura,44,1483,18.51
"Avenida Barros Luco 21, La Florida",La Florida,86,2275,15.79
"Juan Luna 774, Vitacura",Vitacura,64,852,25.04
"Antonio Varas 87, Maipú",Maipú,33,210,8.5
"Arturo Alessandri 804, Estación Central",Estación Central,108,232,20.37
"Pamela Cifuentes 96, Providencia",Providencia,50,502,17.74
"Avda. José Miranda 6659, Providencia",Providencia,32,1824,13.03
"Calle Las Rosas 1233, La Florida",La Florida,86,129,21.66
"Calle Jorge Romero 8054, Providencia",Providencia,102,1398,33.83
"Avenida Katherine Lorca 4051, Maipú",Maipú,44,275,13.23
"Calle Los Carrera 4473, Las Condes",Las Condes,36,1322,17.66
"Cristóbal Soto 385, Las Condes",Las Condes,41,2023,16.7
"Calle Las Mosquetas 6203, Estación Central",Estación Central,59,446,11.83
"Valentina Rodríguez 42, Santiago",Santiago,74,363,16.07
"Mario Araya 718, La Florida",La Florida,56,1296,10.29
"Balmaceda 213, Ñuñoa",Ñuñoa,46,603,14.45
"Pasaje María Moya 4585, Santiago",Santiago,81,922,19.72
"Pasaje Los Digitales 28, San Miguel",San Miguel,39,780,11.34
"Esmeralda 688, Santiago",Santiago,67,132,19.75
"Avenida Alejandro Rivas 9990, Santiago",Santiago,39,1490,6.83
"Avda. Las Maravillas 31, San Miguel",San Miguel,53,174,18.54
"Mirko Carrasco 71, San Miguel",San Miguel,42,2153,8.7
"Los Coihues 42, Providencia",Providencia,43,230,15.4
"Manuel Padilla 248, La Florida",La Florida,38,1059,7.73
"Octavio Gaete 93, Providencia",Providencia,76,267,33.4
"Av. Los Carrera 3924, Santiago",Santiago,33,305,9.9
"Avenida Cochrane 230, Providencia",Providencia,33,296,14.2
"Calle Felipe Godoy 7114, Santiago",Santiago,104,1102,21.31
"Calle Arturo Alessandri 65, Macul",Macul,66,651,14.95
"Av. Delfina García 1044, Providencia",Providencia,20,1716,7.0
"Los Lirios 710, Las Condes",Las Condes,35,293,17.14
"Las Rosas 7557, Las Condes",Las Condes,21,942,13.57
"Mac Iver 3418, Santiago",Santiago,30,1118,9.24
"Ruth Morales 59, La Florida",La Florida,20,131,6.18
"Esmeralda 219, Vitacura",Vitacura,42,409,19.38
"Calle Arturo Prat 266, Macul",Macul,28,527,7.8
"Calle Lautaro 38, Ñuñoa",Ñuñoa,45,351,16.46
"Avenida Luis Mancilla 926, San Miguel",San Miguel,23,311,12.44
"Calle Juan Briones 762, Maipú",Maipú,46,927,9.17
"Maite Molina 8834, Ñuñoa",Ñuñoa,37,194,14.98
"Irene Pereira 60, San Miguel",San Miguel,81,988,21.73
"Daniela Ponce 357, Vitacura",Vitacura,78,2187,31.77
"Calle Vicente Retamal 5007, Las Condes",Las Condes,61,666,24.81
"Miguel Medina 2387, Providencia",Providencia,39,756,20.2
"Avenida Juan Núñez 60, Vitacura",Vitacura,98,57,41.47
"Aldo Rubio 1286, Santiago",Santiago,24,1598,5.0
"Casanova 522, San Miguel",San Miguel,25,268,11.74
"Calle Gabriela Mistral 7747, San Miguel",San Miguel,43,763,7.21
"Estefany Muñoz 941, Lo Barnechea",Lo Barnechea,110,3094,36.86
"Carla Alarcón 5, Providencia",Providencia,41,724,11.65
"Calle Anita Carrasco 36, Santiago",Santiago,41,1031,9.37
"Calle Nicole Salinas 765, Estación Central",Estación Central,25,471,6.48
"Evelyn Reyes 3062, Las Condes",Las Condes,65,49,25.54
"María Pérez 1386, Maipú",Maipú,65,1278,10.92
"Calle Las Lilas 1719, San Miguel",San Miguel,61,28,20.13
"Calle Javiera Silva 94, San Miguel",San Miguel,34,964,7.54
"Lilian Gaete 38, San Miguel",San Miguel,33,18,14.26
"Sandra Díaz 51, Las Condes",Las Condes,26,1586,9.32
"Las Mosquetas 405, Las Condes",Las Condes,46,137,20.54
"Calle Las Azucenas 8516, Santiago",Santiago,29,577,10.02
"Avenida Doris Carrasco 9670, Ñuñoa",Ñuñoa,27,727,8.43
"Av. Las Araucarias 686, Maipú",Maipú,37,489,5.93
"Salvador Allende Gossens 925, San Miguel",San Miguel,36,333,12.45
"Av. Carlos Villagra 20, Las Condes",Las Condes,36,504,19.1
"Francisco Gutiérrez 6688, Macul",Macul,53,298,14.07
"Paula Jaraquemada 767, Providencia",Providencia,46,461,16.86
"Los Girasoles 9645, San Miguel",San Miguel,39,355,12.03
"Calle Carmen Vásquez 3975, Santiago",Santiago,48,668,12.55
"Calle Ramón Freire 6755, Maipú",Maipú,30,217,9.99
"Norma Aránguiz 57, La Florida",La Florida,46,3583,5.0
"Santiago Bahamonde 7148, Santiago",Santiago,47,555,9.83
"Calle Benjamín Silva 81, Santiago",Santiago,24,172,7.87
"Eusebio Lillo 6965, Maipú",Maipú,66,518,13.56
"Avda. Picarte 8196, Providencia",Providencia,31,1610,12.57
"Julio Reyes 40, Vitacura",Vitacura,46,17,25.61
"Lautaro 20, Providencia",Providencia,71,910,24.65
"Diego Portales 3597, Providencia",Providencia,64,635,19.31
"Pasaje Luis Bustos 53, Santiago",Santiago,45,148,17.55
"Camila Molina 598, Santiago",Santiago,38,1360,12.83
"Ramón Picarte 9, San Miguel",San Miguel,65,368,12.86
"Calle Lautaro 2480, Vitacura",Vitacura,58,278,26.75
"Los Alerces 935, Macul",Macul,34,1408,7.36
"Matta 5554, Ñuñoa",Ñuñoa,32,814,12.31
"Alonso de Ribera 7260, Santiago",Santiago,20,1828,8.72
"Las Mosquetas 3627, San Miguel",San Miguel,47,795,17.13
"Avenida Lautaro 249, Ñuñoa",Ñuñoa,43,1080,16.1
"Calle Caupolicán 628, Las Condes",Las Condes,70,1448,25.78
"Calle Arturo Prat 65, Las Condes",Las Condes,51,45,22.46
"Calle Nadia Catalán 358, La Florida",La Florida,76,1197,14.82
"Pasaje Los Carrera 639, Maipú",Maipú,33,760,11.4
"Baquedano 9607, Santiago",Santiago,70,57,19.07
"Loreto González 251, Las Condes",Las Condes,36,568,13.89
"Carla Aguilera 512, San Miguel",San Miguel,61,68,13.1
"Calle Los Robles 425, Macul",Macul,24,1065,8.78
"Calle Francisco Bilbao 638, La Florida",La Florida,49,632,11.82
"Josefa Guzmán 165, Las Condes",Las Condes,20,2455,7.9
"Los Cactus 549, Vitacura",Vitacura,40,161,23.4
"Avenida Fernanda Guevara 277, Macul",Macul,53,745,11.87
"Los Alerces 32, Ñuñoa",Ñuñoa,36,190,14.65
"Av. Manuel Rodríguez 707, Providencia",Providencia,29,761,12.46
"Calle Ana Castillo 171, Vitacura",Vitacura,62,1025,24.43
"Calle Los Copihues 477, San Miguel",San Miguel,42,1024,11.2
"Avenida Los Naranjos 8148, Maipú",Maipú,36,1350,10.54
"Calle Emanuel Pizarro 264, Estación Central",Estación Central,45,1536,5.72
"Calle Lidia Canales 916, San Miguel",San Miguel,128,64,29.8
"Los Alerces 639, San Miguel",San Miguel,70,336,17.42
"Calle Luis Bravo 680, Las Condes",Las Condes,71,929,26.28
"Las Mandarinas 975, San Miguel",San Miguel,53,552,15.54
"Avenida Manuel Antonio Matta 4841, Ñuñoa",Ñuñoa,47,169,17.89
"Colo Colo 5470, Santiago",Santiago,20,643,8.63
"Calle Manuel Rodríguez 27, Ñuñoa",Ñuñoa,34,418,15.22
"Avda. Los Tilos 573, Providencia",Providencia,36,395,14.17
"Calle José Miguel Carrera 9, Las Condes",Las Condes,21,1327,11.19
"Calle Juana Valdebenito 117, Ñuñoa",Ñuñoa,28,418,11.36
"Avenida Andrea González 190, Las Condes",Las Condes,20,21,13.93
"Calle Casanova 149, Lo Barnechea",Lo Barnechea,44,47,20.44
"Las Azucenas 992, Estación Central",Estación Central,62,1551,12.12
"Manuel Rodríguez 4215, San Miguel",San Miguel,69,2587,14.41
"Jean Aros 663, San Miguel",San Miguel,52,932,13.42
"Avda. Antonella Gutiérrez 95, Maipú",Maipú,30,362,8.64
"Isabel Ruiz 928, Estación Central",Estación Central,20,2232,5.0
"Calle María Castillo 41, San Miguel",San Miguel,22,869,7.51
"María Sánchez 8742, La Florida",La Florida,26,1488,6.77
"Psje. Los Palmitos 835, Ñuñoa",Ñuñoa,31,1161,11.85
"Pamela Manríquez 94, Ñuñoa",Ñuñoa,41,381,13.76
"Calle Lautaro 1, San Miguel",San Miguel,29,521,6.38
"Pasaje Caupolicán 9565, Santiago",Santiago,51,164,16.46
"Calle José Torres 72, Santiago",Santiago,40,276,11.58
"Av. Bárbara Farías 9128, Ñuñoa",Ñuñoa,44,1204,14.75
"Manuel José Irarrázaval 3223, Las Condes",Las Condes,70,1795,24.1
"Calle Salvador Allende Gossens 2261, Santiago",Santiago,27,1031,8.0
"Antonella Cuevas 525, Las Condes",Las Condes,52,500,19.98
"José Miguel Carrera 5, San Miguel",San Miguel,44,72,11.8
"Cochrane 5554, Santiago",Santiago,39,46,14.9
"Calle Mackenna 451, Macul",Macul,63,375,14.13
"Manuel Montt 305, La Florida",La Florida,63,498,14.07
"Calle Lautaro 419, Maipú",Maipú,30,751,8.62
"Las Malvas 7, San Miguel",San Miguel,41,5,12.94
"Matías Soto 84, Macul",Macul,50,3662,7.71
"Calle Salvador Allende Gossens 4148, Santiago",Santiago,40,361,17.95
"Calle Carmen Rojas 9272, Lo Barnechea",Lo Barnechea,56,1507,19.42
"Pasaje María González 864, Vitacura",Vitacura,50,612,23.76
"Los Laureles 70, Providencia",Providencia,93,111,37.8
"Los Digitales 7837, San Miguel",San Miguel,24,1277,9.24
"Avda. Héctor Escobar 316, Santiago",Santiago,42,989,10.02
"Calle Casanova 986, La Florida",La Florida,31,599,8.41
"Avenida Arturo Prat 193, Lo Barnechea",Lo Barnechea,56,578,19.94
"Av. Edith Vega 7564, Las Condes",Las Condes,23,73,16.84
"Los Robles 1916, Estación Central",Estación Central,51,853,11.57
"Caupolicán 139, Las Condes",Las Condes,34,1937,12.64
"Eusebio Lillo 8, San Miguel",San Miguel,33,78,9.69
"Calle Esmeralda 81, San Miguel",San Miguel,25,244,6.48
"Calle Arturo Prat 28, San Miguel",San Miguel,37,1860,11.53
"Calle Viviana Pinto 507, Las Condes",Las Condes,68,267,27.11
"Calle Benjamín Valenzuela 662, Las Condes",Las Condes,44,848,18.46
"Calle José Torres 908, Las Condes",Las Condes,57,612,20.24
"Los Coihues 18, San Miguel",San Miguel,86,725,14.91
"Av. Michel Reyes 95, San Miguel",San Miguel,49,429,15.47
"Avda. Judith Ramírez 11, Providencia",Providencia,35,285,15.73
"Lord Cochrane 5517, Santiago",Santiago,53,39,18.57
"Los Copihues 235, La Florida",La Florida,35,1090,7.37
"Av. Lautaro 4128, Vitacura",Vitacura,36,1096,16.31
"Calle Martina Moreno 179, San Miguel",San Miguel,24,888,9.52
"Calle Violeta Cerda 1717, Santiago",Santiago,64,825,16.82
"Calle Pamela Peña 3941, Providencia",Providencia,38,223,18.78
"Pasaje Las Manzanillas 751, Ñuñoa",Ñuñoa,48,18,18.57
"Calle Los Palmitos 68, Santiago",Santiago,29,1323,9.6
"Calle Mónica Castro 77, Maipú",Maipú,53,540,14.08
"Los Lirios 16, La Florida",La Florida,32,293,9.52
"Calle Esmeralda 2973, San Miguel",San Miguel,42,86,12.48
"Las Araucarias 5332, Macul",Macul,63,51,21.01
"Ester Mella 67, Ñuñoa",Ñuñoa,61,343,18.56
"Los Naranjos 6, Santiago",Santiago,44,1306,12.35
"Avda. Balmaceda 50, San Miguel",San Miguel,22,2007,6.29
"Las Mandarinas 91, Lo Barnechea",Lo Barnechea,147,1816,42.32
"Camino Los Carrera 34, Macul",Macul,89,2020,20.64
"Los Laureles 595, San Miguel",San Miguel,59,1906,5.88
"Los Digitales 21, Ñuñoa",Ñuñoa,33,599,7.69
"Calle Los Copihues 647, Maipú",Maipú,42,198,12.5
"Avenida Los Coihues 972, Vitacura",Vitacura,35,1279,17.7
"Eva Sepúlveda 593, Ñuñoa",Ñuñoa,74,192,22.5
"Miguel Quiroga 139, Las Condes",Las Condes,49,248,21.58
"Carla Celis 156, La Florida",La Florida,32,212,5.0
"Los Carrera 26, Macul",Macul,37,578,12.34
"Calle Clementina Varas 897, Ñuñoa",Ñuñoa,69,310,22.89
"Los Lirios 470, Santiago",Santiago,84,133,20.95
"Elena Jaramillo 3377, Ñuñoa",Ñuñoa,82,482,24.79
"Los Piñones 810, La Florida",La Florida,60,1656,12.82
"Camino Rosa Paredes 720, San Miguel",San Miguel,40,676,10.78
"Eleodoro Ojeda 4323, San Miguel",San Miguel,20,1685,5.0
"Calle Claudia Durán 54, Maipú",Maipú,50,174,17.94
"Alonso de Ribera 70, Providencia",Providencia,44,146,21.97
"Karol Castro 6069, Las Condes",Las Condes,47,685,15.92
"Calle Claudio Segura 2294, San Miguel",San Miguel,45,497,11.3
"Calle Víctor Pavez 9644, Estación Central",Estación Central,26,863,6.05
"Miguel Palma 45, Ñuñoa",Ñuñoa,55,1266,19.6
"Calle Pedro Montt 3554, Las Condes",Las Condes,57,1113,16.06
"Ariel García 7, Ñuñoa",Ñuñoa,58,2281,15.75
"Psje. Los Coihues 7078, San Miguel",San Miguel,65,406,11.46
"Mauricio Castañeda 102, Lo Barnechea",Lo Barnechea,56,184,22.91
"Avda. Caroline Hernández 2170, Santiago",Santiago,37,640,9.31
"Darling Órdenes 363, Estación Central",Estación Central,43,93,12.08
"Richard Mora 92, San Miguel",San Miguel,46,272,11.69
"Los Encinos 51, Ñuñoa",Ñuñoa,46,186,15.54
"Av. Marcelo Berríos 7179, San Miguel",San Miguel,66,404,17.59
"Calle Los Digitales 9328, Las Condes",Las Condes,57,94,25.79
"José González 8028, Maipú",Maipú,102,25,22.37
"Calle Los Piñones 1022, San Miguel",San Miguel,108,855,21.63
"Avda. Michimalonco 5416, Ñuñoa",Ñuñoa,46,753,14.0
"Javier López 11, Santiago",Santiago,20,985,6.52
"Calle Los Higos 15, San Miguel",San Miguel,73,863,17.36
"Calle Matta 7203, Santiago",Santiago,36,97,7.26
"Calle Los Alerces 1833, Las Condes",Las Condes,32,275,16.96
"Araceli Salinas 438, La Florida",La Florida,38,110,12.59
"Paula Jaraquemada 614, Maipú",Maipú,37,1481,7.85
"Las Hortensias 2267, Santiago",Santiago,57,1099,12.96
"Avda. Las Azucenas 1197, Estación Central",Estación Central,23,180,5.0
"Calle Mackenna 397, Lo Barnechea",Lo Barnechea,29,334,13.91
"Avenida Gabriela Mistral 901, San Miguel",San Miguel,51,2719,15.58
"Calle Camilo Silva 1297, Santiago",Santiago,57,721,13.95
"Calle Las Mosquetas 9795, San Miguel",San Miguel,57,1292,12.1
"Calle Juan Alvarado 65, San Miguel",San Miguel,32,245,11.01
"Calle Santa María 8920, Ñuñoa",Ñuñoa,30,188,14.45
"Los Alerces 314, Las Condes",Las Condes,36,1225,16.69
"Calle Los Lirios 79, Ñuñoa",Ñuñoa,49,926,15.29
"Calle Diego Pérez 23, Lo Barnechea",Lo Barnechea,80,913,29.39
"Calle Ignacio Quintanilla 87, Macul",Macul,20,643,11.72
"Avda. Fabiola Pereira 524, Providencia",Providencia,40,663,18.3
"Avenida Catalina Aranda 89, Las Condes",Las Condes,26,1064,18.07
"Javier Cerda 85, San Miguel",San Miguel,23,251,7.76
"Calle Matta 1802, San Miguel",San Miguel,65,348,20.28
"Calle Nancy González 7479, Maipú",Maipú,55,1642,8.12
"Avenida Caupolicán 209, San Miguel",San Miguel,53,295,15.17
"Juan Mackenna 3624, Ñuñoa",Ñuñoa,64,632,21.84
"Los Carrera 1492, La Florida",La Florida,36,970,7.36
"Calle Eliana Rojas 14, San Miguel",San Miguel,37,7596,8.38
"Avenida Caupolicán 3172, Las Condes",Las Condes,107,457,40.01
"José Manuel Balmaceda 1569, San Miguel",San Miguel,40,447,9.69
"Avenida Los Aromos 6933, Maipú",Maipú,59,1479,14.95
"Luz Mansilla 342, Ñuñoa",Ñuñoa,44,1309,10.76
"Lorena Gutiérrez 75, Providencia",Providencia,21,1050,14.66
"Baquedano 61, Las Condes",Las Condes,20,497,14.01
"Av. María Hernández 824, Lo Barnechea",Lo Barnechea,35,313,16.62
"Calle María Jorquera 1909, San Miguel",San Miguel,68,750,14.45
"Calle Los Alerces 344, San Miguel",San Miguel,61,1671,11.98
"Los Girasoles 555, Las Condes",Las Condes,64,1721,22.71
"Avda. Manuel Rodríguez 816, Maipú",Maipú,30,91,10.15
"Claudia Mendoza 5675, La Florida",La Florida,85,447,20.26
"Daniela Ramírez 7, San Miguel",San Miguel,30,499,14.52
"María Cortés 3925, La Florida",La Florida,48,3039,9.75
"Fernando Meza 2338, Las Condes",Las Condes,44,906,15.72
"Calle Yenifer Reyes 4302, San Miguel",San Miguel,41,418,10.37
"José Manuel Balmaceda 52, Santiago",Santiago,76,21,20.18
"Los Naranjos 4985, La Florida",La Florida,33,666,6.15
"Los Abedules 6350, La Florida",La Florida,26,80,7.33
"Calle Camilo Henríquez 25, Providencia",Providencia,45,1438,21.39
"Calle Arturo Prat 95, Maipú",Maipú,38,1117,8.93
"Los Laureles 14, Las Condes",Las Condes,172,493,55.04
"Calle Las Margaritas 64, Maipú",Maipú,58,448,14.33
"José Manuel Balmaceda 6925, Estación Central",Estación Central,37,1821,5.0
"Calle Eliodoro Yáñez 28, Lo Barnechea",Lo Barnechea,29,272,12.56
"María Valenzuela 6, Macul",Macul,21,229,7.18
"Calle Lautaro 54, Vitacura",Vitacura,29,2240,18.01
"Avenida Manuel Baquedano 8755, San Miguel",San Miguel,46,1325,10.33
"Av. Matta 92, San Miguel",San Miguel,79,1374,10.43
"Camino Eduardo González 71, San Miguel",San Miguel,70,173,20.88
"Av. Juan Chávez 456, Maipú",Maipú,48,123,11.77
"Esmeralda 80, Santiago",Santiago,39,21,9.35
"Antonio Varas 9205, San Miguel",San Miguel,49,216,13.23
"Alberto Hurtado 869, La Florida",La Florida,36,1190,9.68
"Los Piñones 9360, Estación Central",Estación Central,88,219,18.3
"Avda. Las Rosas 2146, Vitacura",Vitacura,41,1044,23.06
"Avda. Las Rosas 988, Estación Central",Estación Central,43,232,8.79
"Juan Aguilar 4616, Las Condes",Las Condes,20,402,11.94
"Roberto Salazar 285, La Florida",La Florida,41,3267,6.4
"Alfonso Rivera 690, Providencia",Providencia,62,224,19.65
"Avenida Gabriela Mistral 9, Las Condes",Las Condes,29,377,16.83
"Renato Molina 3007, San Miguel",San Miguel,33,286,12.08
"Los Abedules 28, Santiago",Santiago,61,92,17.96
"Calle Las Margaritas 5356, Ñuñoa",Ñuñoa,24,538,11.72
"Calle Esmeralda 90, Las Condes",Las Condes,68,380,24.6
"Calle Gloria Parra 69, San Miguel",San Miguel,36,949,7.18
"Avenida Juan Mackenna 836, Maipú",Maipú,38,1361,8.03
"Calle Baquedano 966, Ñuñoa",Ñuñoa,28,628,14.28
"Alex Peña 2857, Providencia",Providencia,51,26,26.0
"Calle Juan Mackenna 4956, San Miguel",San Miguel,119,771,26.08
"Calle Las Araucarias 3073, Vitacura",Vitacura,61,45,28.6
"Avda. Esmeralda 656, La Florida",La Florida,31,766,8.89
"Calle Gladys Aravena 40, La Florida",La Florida,70,924,13.84
"Calle Pedro Aguirre Cerda 6261, San Miguel",San Miguel,39,176,10.0
"Calle Las Maravillas 1124, Ñuñoa",Ñuñoa,77,1368,22.15
"Psje. Fermín Álvarez 1054, La Florida",La Florida,61,1936,8.24
"Marlon Jorquera 498, San Miguel",San Miguel,20,1341,6.22
"Mireya Ortiz 888, La Florida",La Florida,29,291,13.43
"Calle Juan Castillo 4438, Santiago",Santiago,65,706,17.44
"Calle Las Rosas 5529, La Florida",La Florida,47,1970,7.16
"Claudina Astete 841, San Miguel",San Miguel,29,309,9.96
"Maite Ríos 3466, San Miguel",San Miguel,34,1371,6.8
"Andrés Uribe 789, Estación Central",Estación Central,20,7,9.36
"Calle Carlos Carreño 300, San Miguel",San Miguel,43,2,17.39
"Calle Luis Hurtado 8567, Santiago",Santiago,108,1140,24.1
"Calle Arturo Alessandri 204, Providencia",Providencia,61,1146,27.11
"Amaro Hernández 60, Santiago",Santiago,107,1244,25.16
"Calle Manuel José Irarrázaval 31, San Miguel",San Miguel,63,2127,13.86
"Calle Antonella Paredes 17, Lo Barnechea",Lo Barnechea,67,100,29.12
"Olga Véliz 852, Las Condes",Las Condes,98,211,35.61
"Ramón Carnicer 54, Santiago",Santiago,51,1872,8.83
"Calle Los Higos 5482, La Florida",La Florida,41,156,15.19
"Joaquín Sandoval 83, San Miguel",San Miguel,67,917,17.53
"Calle Marcela Muñoz 91, Providencia",Providencia,79,604,26.23
"Avenida Gabriela Mistral 591, Santiago",Santiago,36,69,13.64
"Avenida Mac Iver 8104, Las Condes",Las Condes,33,268,19.41
"Av. Pedro de Valdivia 39, San Miguel",San Miguel,47,587,14.37
"Los Alerces 592, Lo Barnechea",Lo Barnechea,62,1530,18.8
"Los Digitales 234, Lo Barnechea",Lo Barnechea,61,983,23.32
"Calle Arturo Prat 2181, Providencia",Providencia,25,778,10.93
"Hugo Herrera 25, Ñuñoa",Ñuñoa,96,548,30.69
"Calle Adriana Saavedra 504, Las Condes",Las Condes,34,283,19.11
"Los Laureles 560, Ñuñoa",Ñuñoa,40,101,19.89
"Av. Los Alerces 848, San Miguel",San Miguel,31,420,7.24
"Manuel González 6564, San Miguel",San Miguel,131,23,27.55
"Los Higos 82, Ñuñoa",Ñuñoa,49,189,20.9
"Caupolicán 840, La Florida",La Florida,31,453,7.52
"Calle Los Encinos 57, Las Condes",Las Condes,63,433,20.81
"Avenida Las Lilas 187, San Miguel",San Miguel,60,36,18.63
"Astrid Valenzuela 5369, Las Condes",Las Condes,41,711,15.91
"Calle Freire 2, Las Condes",Las Condes,62,638,28.21
"Av. Arturo Prat 2753, San Miguel",San Miguel,32,65,12.99
"José Ruiz 23, San Miguel",San Miguel,36,2294,9.09
"Calle Los Copihues 754, Maipú",Maipú,20,83,8.02
"Calle Eliodoro Yáñez 5400, San Miguel",San Miguel,26,1543,11.37
"Los Robles 7, Estación Central",Estación Central,92,0,20.58
"Las Hortensias 9869, Vitacura",Vitacura,86,1711,31.36
"Carmen Valenzuela 2036, Las Condes",Las Condes,45,15,19.84
"Camino Los Copihues 270, Vitacura",Vitacura,86,1134,32.67
"Los Tilos 83, Lo Barnechea",Lo Barnechea,41,359,15.94
"Las Rosas 8330, San Miguel",San Miguel,40,1072,12.78
"Juan Quispe 1196, Santiago",Santiago,45,410,8.08
"Calle Arturo Prat 54, Vitacura",Vitacura,42,58,21.97
"Calle Las Mosquetas 896, Maipú",Maipú,41,1167,10.06
"Calle Los Palmitos 784, La Florida",La Florida,70,59,17.92
"Gabriela Mistral 1917, Providencia",Providencia,47,2042,14.55
"Avda. Antonia Alegría 50, Las Condes",Las Condes,59,41,27.4
"Mercedes Toledo 7653, Lo Barnechea",Lo Barnechea,67,522,23.15
"Psje. Ramón Carnicer 273, Las Condes",Las Condes,52,1027,20.01
"Los Encinos 5, Las Condes",Las Condes,30,399,16.47
"Caupolicán 923, San Miguel",San Miguel,26,195,11.39
"Los Alerces 353, Providencia",Providencia,47,1138,15.3
"Las Maravillas 88, Ñuñoa",Ñuñoa,41,1227,16.57
"Calle Arturo Alessandri Palma 7317, Estación Central",Estación Central,46,2047,8.63
"Los Laureles 955, Santiago",Santiago,44,377,14.4
"Calle Eliodoro Yáñez 221, Maipú",Maipú,125,564,25.14
"Camilo Henríquez 4989, Las Condes",Las Condes,26,360,16.58
"Lautaro 963, Ñuñoa",Ñuñoa,20,237,13.67
"Natalia Rodríguez 1557, San Miguel",San Miguel,51,1112,12.51
"Calle Constanza Villalobos 718, Las Condes",Las Condes,38,331,19.49
"Pedro Montt 129, Vitacura",Vitacura,50,447,23.2
"Arturo Prat 16, Santiago",Santiago,56,413,11.54
"Calle Arturo Prat 2, Santiago",Santiago,74,997,17.28
"Calle Manuel Rodríguez 4197, San Miguel",San Miguel,24,1998,7.42
"Cristian Valenzuela 99, San Miguel",San Miguel,35,879,11.08
"Calle Arturo Alessandri Palma 4882, San Miguel",San Miguel,53,510,13.16
"Lorenzo Burgos 199, Vitacura",Vitacura,60,1208,22.55
"Ian Aravena 5310, Ñuñoa",Ñuñoa,107,819,31.6
"Calle Los Tilos 773, Lo Barnechea",Lo Barnechea,65,50,24.02
"Los Copihues 31, Las Condes",Las Condes,43,80,24.22
